plot_name;treatment;natives;non_natives;number_focal_sp;cover_focal_sp;forbs;graminoids;legumes;bare_ground;non_focal_inv1;non_focal_inv2;background_management;site_type;year;species;site_name;datum;municipality;longitude;latitude;northing;easting;elevation;plotID
R2;removal;6;7;NA;7;5;5;3;5;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R2
C2;control;6;8;NA;8;4;5;3;1;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C2
R3;removal;8;5;NA;5;5;5;6;5;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R3
C3;control;7;8;NA;8;3;5;7;2;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C3
R1;removal;8;2;NA;2;6;6;5;5;NA;NA;no;roadside;2022;lupinus;L 7.1;04.07.2022 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_R1
C1;control;8;4;NA;4;6;6;5;4;NA;NA;no;roadside;2022;lupinus;L 7.1;04.07.2022 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_C1
R2;removal;7;2;NA;2;3;7;5;6;NA;NA;no;roadside;2022;lupinus;L 7.1;04.07.2022 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_R2
C2;control;7;8;NA;8;2;7;4;0;NA;NA;no;roadside;2022;lupinus;L 7.1;04.07.2022 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_C2
R1;removal;7;2;NA;2;6;4;4;6;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R1
C1;control;6;7;NA;7;5;5;2;3;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C1
R2;removal;5;3;NA;3;5;3;3;8;NA;NA;yes;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R2
C2;control;7;5;NA;5;6;5;2;5;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C2
R3;removal;6;2;NA;2;5;4;3;7;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R3
C3;control;8;6;NA;6;5;7;3;4;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C3
R4;removal;7;2;NA;2;6;5;3;6;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R4
C4;control;7;6;NA;6;6;5;2;5;NA;NA;no;roadside_riverside;2022;lupinus;L 2.1;11.07.2022 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C4
R1;removal;8;3;NA;3;7;6;3;4;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R1
C1;control;6;8;NA;8;6;4;1;0;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C1
R2;removal;8;2;NA;2;8;4;4;5;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R2
C2;control;8;0;NA;0;7;5;4;4;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C2
R3;removal;8;2;NA;2;7;4;3;5;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R3
C3;control;8;6;NA;6;7;5;4;4;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C3
R4;removal;8;3;NA;3;7;5;3;5;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R4
C4;control;8;0;NA;0;7;6;3;5;NA;NA;no;riverside_pathside;2022;lupinus;L 2.2;11.07.2022 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C4
R1;removal;8;2;NA;2;6;7;4;0;NA;NA;no;riverside_meadow;2022;lupinus;L 2.3;05.07.2022 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_R1
C1;control;6;8;NA;8;3;6;2;0;NA;NA;no;riverside_meadow;2022;lupinus;L 2.3;05.07.2022 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_C1
R2;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;riverside_meadow;2022;lupinus;L 2.3;05.07.2022 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_R2
C2;control;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;riverside_meadow;2022;lupinus;L 2.3;05.07.2022 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_C2
R1;removal;8;3;NA;3;7;6;2;5;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R1
C1;control;8;6;NA;6;5;8;0;0;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C1
R2;removal;8;4;NA;4;6;7;0;2;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R2
C2;control;7;7;NA;7;6;5;0;2;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C2
R3;removal;8;4;NA;4;7;5;0;3;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R3
C3;control;7;7;NA;7;7;4;0;2;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C3
R4;removal;8;4;NA;4;8;4;0;2;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R4
C4;control;8;5;NA;5;7;5;0;1;NA;NA;no;riverside;2022;lupinus;L -1.1;12.07.2022 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C4
R1;removal;8;0;NA;0;7;6;2;4;NA;NA;no;roadside_railway;2022;lupinus;L -1.2;12.07.2022 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_R1
C1;control;6;5;NA;5;6;3;2;6;NA;NA;no;roadside_railway;2022;lupinus;L -1.2;12.07.2022 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_C1
R2;removal;6;0;NA;0;5;3;0;7;NA;NA;no;roadside_railway;2022;lupinus;L -1.2;12.07.2022 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_R2
C2;control;6;3;NA;3;5;6;2;6;NA;NA;no;roadside_railway;2022;lupinus;L -1.2;12.07.2022 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_C2
R1;removal;6;0;NA;0;6;4;2;7;NA;NA;no;pathside;2022;lupinus;L 1.2;12.07.2022 00:00;Tarasp;10.271856;46.77747;2816231.668;1184460.583;1527.908813;L 1.2_R1
R1;removal;8;5;NA;5;7;6;4;2;NA;NA;no;roadside;2022;lupinus;L 5.2;05.07.2022 00:00;St. Moritz;9.8242914;46.486225;2783057.996;1150966.16;1883.338135;L 5.2_R1
C1;control;7;6;NA;6;5;6;2;4;NA;NA;no;roadside;2022;lupinus;L 5.2;05.07.2022 00:00;St. Moritz;9.8242914;46.486225;2783057.996;1150966.16;1883.338135;L 5.2_C1
R1;removal;8;5;NA;5;4;5;7;4;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R1
C1;control;8;6;NA;6;4;8;3;2;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C1
R2;removal;7;4;NA;4;5;7;2;6;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R2
C2;control;8;6;NA;6;6;7;2;1;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C2
R3;removal;7;5;NA;5;5;6;3;6;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R3
C3;control;7;8;NA;8;5;6;2;1;NA;NA;no;roadside_riverside;2022;lupinus;L 1.3;04.07.2022 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C3
R1;removal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R1
C1;control;7;0;NA;0;5;2;6;6;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C1
R2;removal;7;0;NA;0;5;4;5;6;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R2
C2;control;8;0;NA;0;3;4;7;5;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C2
R3;removal;8;0;NA;0;4;5;6;5;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R3
C3;control;8;2;NA;2;4;3;7;5;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C3
R4;removal;7;0;NA;0;5;4;6;6;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R4
C4;control;7;0;NA;0;4;3;6;6;NA;NA;yes;Pasture;2022;lupinus;L 5.3;13.07.2022 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C4
R1;removal;5;2;NA;2;5;1;4;8;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R1
C1;control;6;7;NA;7;6;0;3;5;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C1
R2;removal;7;3;NA;3;7;1;0;6;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R2
C2;control;6;6;NA;6;6;0;0;6;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C2
R3;removal;6;3;NA;3;6;2;0;7;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R3
C3;control;6;6;NA;6;5;5;0;5;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C3
R4;removal;7;0;NA;0;6;5;0;6;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R4
C4;control;7;6;NA;6;5;6;2;3;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C4
R5;removal;7;3;NA;3;5;6;3;6;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R5
C5;control;7;6;NA;6;7;2;3;3;NA;NA;no;riverside_pathside;2022;lupinus;L -3.1;13.07.2022 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C5
R1;removal;7;4;NA;4;6;3;4;6;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R1
C1;control;6;7;NA;7;6;3;3;3;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C1
R2;removal;7;4;NA;4;6;4;4;5;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R2
C2;control;6;7;NA;7;5;4;3;3;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C2
R3;removal;7;3;NA;3;7;4;3;5;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R3
C3;control;6;7;NA;7;6;2;2;4;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C3
R4;removal;8;4;NA;4;6;6;1;5;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R4
C4;control;7;6;NA;6;7;3;4;3;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C4
R5;removal;7;2;NA;2;6;3;5;6;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R5
C5;control;8;5;NA;5;8;2;3;2;NA;NA;no;Roadside;2022;lupinus;L -2.1;13.07.2022 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C5
R1;removal;8;3;NA;3;7;6;3;3;NA;NA;no;Lakeside;2022;lupinus;L 1.4;13.07.2022 00:00;Davos;9.8695855;46.844247;2785300.756;1190849.095;1506.973877;L 1.4_R1
R1;removal;8;2;NA;2;3;8;4;2;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R1
C1;control;8;6;NA;6;5;7;4;0;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C1
R2;removal;8;4;NA;4;6;6;3;4;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R2
C2;control;7;5;NA;5;5;6;4;3;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C2
R3;removal;8;2;NA;2;6;5;4;5;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R3
C3;control;8;5;NA;5;7;5;2;1;NA;NA;no;pathside_railway;2022;lupinus;L 1.5;14.07.2022 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C3
